brand,fuel_type,model_date,price,vehicle_engine,vehicle_transmission,KM
Suzuki,Petrol,2011,1600000,1300cc,Manual,118000
Hyundai,Petrol,2006,1100000,1100cc,Automatic,49123
Honda,Petrol,2015,2645000,1500cc,Manual,82000
Honda,Petrol,2018,3100000,1300cc,Manual,92000
Honda,Petrol,2020,4000000,1300cc,Manual,34800
Honda,Petrol,2003,1745000,1600cc,Automatic,135000
Toyota,Petrol,2022,6300000,1598cc,Automatic,7200
Nissan,Hybrid,2020,3100000,660cc,Automatic,54000
Honda,Petrol,2023,10100000,1498cc,Automatic,5
Mercedes Benz,Petrol,2019,21500000,1600cc,Automatic,31821
Prince,Petrol,2021,1990000,1000cc,Manual,7581
Suzuki,Petrol,2018,1270000,796cc,Manual,20528
Honda,Petrol,2011,1750000,1800cc,Manual,96030
Suzuki,Petrol,2016,1100000,796cc,Manual,51792
Toyota,Petrol,2011,22500000,4600cc,Automatic,110309
Honda,Petrol,2013,1975000,1300cc,Manual,98421
Honda,Petrol,2021,4700000,1500cc,Automatic,22951
Suzuki,Petrol,2017,1130000,800cc,Manual,89000
Suzuki,Petrol,2022,2665000,660cc,Manual,50
Suzuki,Petrol,2016,2300000,660cc,Automatic,125608
Honda,Petrol,2022,8100000,1500cc,Automatic,19000
Suzuki,Petrol,2007,540000,1000cc,Manual,123491
Honda,Petrol,2014,2650000,1300cc,Automatic,94000
Honda,Petrol,2014,2550000,1300cc,Manual,74000
Toyota,Petrol,2004,4450000,2500cc,Automatic,147000
Honda,Petrol,2011,2350000,1300cc,Manual,118000
Honda,Petrol,2016,3600000,1800cc,Automatic,78000
Honda,Petrol,2017,3350000,1500cc,Automatic,38000
Honda,Petrol,1996,1050000,1500cc,Manual,194000
Honda,Petrol,2013,2475000,1300cc,Manual,150000
Toyota,Petrol,2021,4800000,1500cc,Automatic,37547
Daihatsu,Petrol,2009,860000,800cc,Manual,130042
Suzuki,Petrol,1999,460000,1000cc,Manual,150000
Toyota,Petrol,2016,3450000,1300cc,Automatic,70000
Suzuki,Petrol,2014,1265000,1000cc,Manual,55000
Toyota,Petrol,2015,2950000,1600cc,Automatic,80700
Mitsubishi,Petrol,2004,1360000,1300cc,Manual,191000
Suzuki,Petrol,2022,3200000,1000cc,Manual,15000
Suzuki,Petrol,2009,880000,800cc,Manual,12954
Suzuki,Petrol,2015,2100000,660cc,Automatic,98000
Daihatsu,Petrol,2011,880000,800cc,Manual,123
Suzuki,Petrol,2018,2750000,1000cc,Manual,5867
Toyota,Petrol,2009,12000000,4000cc,Automatic,122606
Toyota,Petrol,2007,7200000,2700cc,Automatic,135136
Toyota,Petrol,2018,4100000,1300cc,Automatic,76181
Honda,Petrol,2018,4999999,1800cc,Automatic,47000
Honda,Petrol,2003,2300000,2400cc,Automatic,230323
Toyota,Petrol,2022,14500000,2700cc,Automatic,6089
Toyota,Petrol,2009,14000000,2700cc,Automatic,136763
Suzuki,Petrol,2014,1250000,1000cc,Manual,96212
Toyota,Petrol,2016,42500000,4600cc,Automatic,54323
Mercedes Benz,Petrol,2007,4500000,1800cc,Automatic,188379
Suzuki,Petrol,2006,800000,1000cc,Manual,95228
Mercedes Benz,Petrol,2007,9500000,3000cc,Automatic,150052
Suzuki,Petrol,2008,550000,800cc,Manual,786786
Toyota,Petrol,2019,4300000,1300cc,Manual,53000
Toyota,Petrol,1994,1300000,1500cc,Automatic,310000
Suzuki,Petrol,2019,2350000,1000cc,Manual,80201
Toyota,Petrol,2018,14250000,2700cc,Automatic,52500
Honda,Petrol,2001,830000,1300cc,Manual,200000
Toyota,Petrol,2008,3600000,1800cc,Automatic,109000
Daihatsu,Petrol,2007,720000,800cc,Manual,205000
Suzuki,Petrol,2013,860000,800cc,Manual,71000
Toyota,Petrol,2006,1390000,1300cc,Manual,200000
Toyota,Petrol,2006,4000000,3000cc,Automatic,160000
Honda,Petrol,2018,4800000,1800cc,Automatic,89000
Mitsubishi,Diesel,2006,4000000,2800cc,Manual,312000
Suzuki,Petrol,2018,1150000,800cc,Manual,65000
Suzuki,Petrol,2015,1100000,800cc,Manual,63947
Suzuki,Petrol,2005,700000,1000cc,Manual,200000
Toyota,Petrol,2018,3350000,1000cc,Automatic,10000
Toyota,Petrol,2019,6200000,1800cc,Automatic,29000
Suzuki,Petrol,2017,2000000,1000cc,Manual,80000
Honda,Petrol,2017,4650000,1800cc,Automatic,66500
Suzuki,Petrol,2009,1000000,1000cc,Manual,17000
Toyota,Petrol,2012,2275000,1300cc,Manual,90000
Honda,Petrol,2017,3990000,1800cc,Automatic,140000
Toyota,Petrol,2021,5000000,1600cc,Manual,21500
Toyota,Petrol,2019,4095000,1000cc,Automatic,19290
Toyota,Petrol,2011,15300000,4000cc,Automatic,87000
MG,Petrol,2023,7800000,1500cc,Automatic,150
Toyota,Petrol,2018,4450000,1600cc,Automatic,63000
Honda,Petrol,2010,2145000,1800cc,Automatic,130000
Toyota,Petrol,2020,4245000,1500cc,Automatic,40000
Daihatsu,Petrol,2014,2480000,660cc,Automatic,59000
Toyota,Petrol,2016,5300000,1500cc,Automatic,130957
Suzuki,Petrol,2006,850000,1000cc,Manual,238253
Daihatsu,Petrol,2014,1900000,660cc,Automatic,152379
Toyota,Petrol,2014,2550000,1000cc,Automatic,90000
Nissan,Petrol,2013,2675000,1500cc,Automatic,152000
Toyota,Petrol,2021,5300000,1598cc,Automatic,35929
Toyota,Hybrid,2017,8400000,1800cc,Automatic,70000
Honda,Petrol,2017,2900000,1500cc,Automatic,97000
Toyota,Petrol,2017,52200000,4600cc,Automatic,16000
Honda,Petrol,2016,2570000,1500cc,Manual,144000
Toyota,Petrol,2019,3995000,1300cc,Manual,63000
Honda,Petrol,2008,1700000,1800cc,Automatic,97000
Suzuki,Petrol,2007,730000,1000cc,Manual,200000
Honda,Petrol,2022,8250000,1500cc,Automatic,18900
Suzuki,Petrol,2012,1450000,1300cc,Manual,60000
Toyota,Petrol,2019,4100000,1600cc,Automatic,42000
Honda,Hybrid,2016,6795000,1500cc,Automatic,89995
Suzuki,Petrol,2007,930000,1000cc,Manual,30596
Toyota,Petrol,2019,4250000,996cc,Automatic,44004
Toyota,Petrol,2019,4495000,1000cc,Automatic,55069
Honda,Petrol,2021,4700000,1497cc,Automatic,32000
Honda,Petrol,2019,3700000,1300cc,Automatic,50000
Suzuki,Petrol,2012,810000,800cc,Manual,107000
Toyota,Petrol,2021,5280000,1600cc,Automatic,31900
Toyota,Petrol,2007,1750000,1000cc,Automatic,150000
Suzuki,Petrol,2013,1440000,1000cc,Manual,48356
Suzuki,Petrol,2006,725000,1000cc,Manual,121000
Toyota,Petrol,2021,3500000,1300cc,Manual,100000
Toyota,Petrol,2018,4300000,1000cc,Automatic,50000
Honda,Petrol,2017,3300000,1300cc,Manual,66016
Toyota,Diesel,2022,18900000,2800cc,Automatic,8600
Daihatsu,Petrol,2014,2350000,660cc,Automatic,71000
Daihatsu,Petrol,2019,3450000,660cc,Automatic,20000
Honda,Petrol,2019,3990000,660cc,Automatic,22000
Toyota,Petrol,2006,2850000,1800cc,Automatic,300000
Mazda,Petrol,2005,2500000,1300cc,Manual,70000
Toyota,Petrol,2020,3775000,660cc,Automatic,24000
Daihatsu,Petrol,2019,3250000,660cc,Automatic,26000
Honda,Petrol,2018,4950000,1800cc,Automatic,38000
Toyota,Diesel,2021,11950000,2800cc,Automatic,11000
Suzuki,Petrol,2013,1200000,1000cc,Manual,7256
Toyota,Diesel,2021,16200000,2800cc,Automatic,1680
Suzuki,Petrol,2004,800000,1300cc,Manual,25000
Toyota,Diesel,2022,18900000,2800cc,Automatic,8600
Suzuki,Petrol,2011,925000,1000cc,Manual,82640
Toyota,Diesel,2021,16000000,2800cc,Automatic,50000
Honda,Petrol,2014,2250000,660cc,Automatic,88000
Suzuki,Petrol,2009,650000,800cc,Manual,123456
Honda,Petrol,2017,5100000,1800cc,Automatic,30000
Toyota,Petrol,2007,2090000,1000cc,Automatic,122000
KIA,Petrol,2021,7100000,2000cc,Automatic,35400
Toyota,Diesel,2020,9700000,2800cc,Automatic,19000
Honda,Petrol,2020,4000000,1500cc,Manual,29000
Toyota,Petrol,2022,5000000,1500cc,Automatic,6000
Suzuki,Petrol,2019,2535000,1000cc,Manual,150000
Toyota,Petrol,2021,4400000,1500cc,Manual,25000
Suzuki,Petrol,2022,2390000,660cc,Manual,17000
Suzuki,Petrol,2020,2150000,660cc,Manual,32074
Toyota,Petrol,2005,3995000,2400cc,Automatic,150000
Honda,Petrol,2015,1850000,1300cc,Manual,165000
Toyota,Petrol,2021,3700000,1300cc,Automatic,37800
Nissan,Petrol,2019,5000000,1200cc,Automatic,70000
Toyota,Petrol,2012,2500000,1600cc,Manual,93000
DFSK,Petrol,2020,4600000,1500cc,Automatic,30000
Suzuki,Petrol,2006,590000,800cc,Manual,128
Toyota,Petrol,2018,3925000,1000cc,Automatic,21500
Mitsubishi,Petrol,2008,2000000,1300cc,Automatic,6200
Suzuki,Petrol,2014,1750000,1300cc,Manual,102000
Toyota,Hybrid,2017,8500000,1800cc,Automatic,65800
Toyota,Petrol,2004,5600000,2500cc,Automatic,175000
Suzuki,Petrol,2011,700000,800cc,Manual,466430
Honda,Petrol,2018,4950000,1800cc,Automatic,47000
Honda,Petrol,2023,4675000,1200cc,Automatic,25
Toyota,Petrol,2017,27500000,2700cc,Automatic,42300
Toyota,Petrol,2021,4150000,1300cc,Automatic,27000
Toyota,Hybrid,2017,7200000,1800cc,Automatic,81861
Suzuki,Petrol,2015,1950000,660cc,Automatic,82000
Toyota,Petrol,2019,4800000,1300cc,Automatic,43055
Toyota,Diesel,2022,11495000,2800cc,Automatic,23785
KIA,Petrol,2021,3000000,1000cc,Automatic,18000
Suzuki,Petrol,2009,690000,800cc,Manual,12345
Toyota,Petrol,2021,4275000,1300cc,Automatic,39000
Toyota,Petrol,2009,2100000,1300cc,Manual,22222
Suzuki,Petrol,2010,2450000,1300cc,Manual,42000
Toyota,Petrol,2018,3900000,1000cc,Automatic,72000
Suzuki,Petrol,2010,975000,1000cc,Manual,12345
Suzuki,Petrol,2005,530000,800cc,Manual,96000
Toyota,Petrol,2022,6200000,1600cc,Automatic,17700
Suzuki,Petrol,2019,2150000,1000cc,Manual,47000
Suzuki,Petrol,2009,615000,800cc,Manual,95000
Suzuki,Petrol,2022,2150000,660cc,Manual,18000
Honda,Petrol,2017,4050000,1800cc,Automatic,86958
Nissan,Petrol,2015,2200000,660cc,Automatic,90000
Hyundai,Petrol,2002,675000,1000cc,Manual,12345
Suzuki,Petrol,2023,3165000,1000cc,Manual,6
Suzuki,Petrol,2014,1195000,1000cc,Manual,71000
Toyota,Petrol,2012,2450000,1000cc,Automatic,120000
Hyundai,Petrol,2023,8450000,2000cc,Automatic,8
Daihatsu,Petrol,2006,1295000,660cc,Automatic,123456
Honda,Petrol,1996,730000,1500cc,Manual,123456
Toyota,Petrol,1995,1050000,1600cc,Manual,250000
Toyota,Petrol,2019,4250000,1300cc,Automatic,50900
Suzuki,Petrol,2021,3200000,1000cc,Manual,34000
Toyota,Petrol,2021,5700000,1600cc,Automatic,9300
Honda,Petrol,2023,4725000,1200cc,Automatic,35
Toyota,Petrol,2019,5250000,1800cc,Automatic,70000
Suzuki,Petrol,2021,2555555,660cc,Automatic,31000
Toyota,Petrol,2016,3100000,1000cc,Automatic,76584
Honda,Petrol,2019,3500000,1500cc,Automatic,77613
Toyota,Petrol,2013,2450000,1300cc,Manual,172625
Suzuki,Petrol,2010,800000,800cc,Manual,58030
Suzuki,Petrol,2009,1200000,1000cc,Manual,45447
Hyundai,Petrol,2007,1150000,1100cc,Manual,179481
Mercedes Benz,Petrol,2003,4900000,5000cc,Automatic,89821
MG,Petrol,2021,5500000,1490cc,Automatic,22279
Toyota,Petrol,2002,6800000,2700cc,Automatic,135221
Mercedes Benz,Petrol,2011,11500000,2000cc,Automatic,86528
Suzuki,Petrol,2013,1495000,660cc,Automatic,140000
Suzuki,Petrol,2017,1275000,800cc,Manual,78000
Changan,Petrol,2021,2100000,1000cc,Manual,55000
Toyota,Petrol,2013,2400000,1600cc,Automatic,123000
Suzuki,Petrol,2012,1150000,1000cc,Manual,100000
Honda,Petrol,2012,2800000,1800cc,Automatic,145000
Toyota,Petrol,2000,1150000,1600cc,Automatic,240000
Mitsubishi,Diesel,1992,2200000,2800cc,Automatic,296000
Toyota,Petrol,2009,1595000,1300cc,Manual,163000
Daihatsu,Petrol,2007,870000,800cc,Automatic,10000
Honda,Petrol,2015,3250000,1800cc,Automatic,185000
Honda,Petrol,2014,4860000,1500cc,Automatic,152000
Toyota,Petrol,2011,2150000,1600cc,Manual,1234
Honda,Petrol,2018,5200000,1800cc,Automatic,24650
Toyota,Petrol,2009,1925000,1300cc,Manual,66375
Honda,Petrol,2010,2150000,1300cc,Manual,259345
Toyota,Diesel,2022,1380000,2800cc,Automatic,5000
Toyota,Diesel,2012,5600000,2500cc,Automatic,130000
Toyota,Petrol,2018,3200000,1300cc,Automatic,77000
Range Rover,Diesel,2006,13000000,2700cc,Automatic,9
Suzuki,Petrol,2008,725000,800cc,Manual,75000
Daihatsu,Petrol,2006,750000,800cc,Manual,200000
Toyota,Diesel,2022,11495000,2800cc,Automatic,23785
Suzuki,Petrol,2021,1500000,1000cc,Manual,33500
Honda,Petrol,1993,950000,1800cc,Manual,455856
Toyota,Petrol,2016,43500000,4600cc,Automatic,13106
Honda,Petrol,2017,5000000,1500cc,Automatic,70000
Toyota,Petrol,2008,2050000,1800cc,Manual,348310
Changan,Petrol,2022,8500000,1499cc,Automatic,13269
MG,Petrol,2021,7350000,1490cc,Automatic,9806
Honda,Petrol,2014,2430000,1300cc,Manual,163259
Suzuki,Petrol,2006,480000,800cc,Manual,55465
Honda,Petrol,2004,1375000,1500cc,Automatic,339267
Honda,Petrol,2016,2430000,1300cc,Manual,252073
Toyota,Petrol,2017,3800000,1600cc,Automatic,80307
Chrysler,Petrol,2007,9000000,3500cc,Automatic,56434
Suzuki,Petrol,2019,4200000,1200cc,Automatic,14794
Toyota,Petrol,2012,2225000,1000cc,Automatic,94000
Toyota,Petrol,2017,36000000,4608cc,Automatic,65000
Suzuki,Petrol,2022,4680000,1200cc,Automatic,17000
Toyota,Petrol,2014,3270000,1800cc,Automatic,130000
Toyota,Petrol,2018,3400000,1000cc,Automatic,80000
Suzuki,Petrol,2022,2330000,660cc,Manual,9000
Suzuki,Petrol,2019,2400000,660cc,Automatic,40000
KIA,Petrol,2020,6700000,2000cc,Automatic,38500
Honda,Petrol,1996,900000,1600cc,Manual,148126
Honda,Petrol,2013,2050000,1300cc,Manual,135000
Honda,Petrol,2015,2400000,660cc,Automatic,53000
Honda,Petrol,2022,5300000,1500cc,Automatic,6400
Hyundai,Petrol,2021,10000000,2500cc,Automatic,8900
Suzuki,Petrol,2016,1525000,1000cc,Manual,26724
Toyota,Petrol,2016,4600000,1500cc,Automatic,75000
KIA,Petrol,2022,3000000,1000cc,Manual,15000
Toyota,Petrol,2012,2800000,1600cc,Automatic,106000
Toyota,Petrol,2005,4000000,2500cc,Automatic,84000
Honda,Petrol,2013,3075000,1800cc,Automatic,129000
Toyota,Petrol,2014,4800000,1800cc,Automatic,184000
Toyota,Petrol,2022,6790000,1799cc,Automatic,13300
Honda,Petrol,2022,9200000,1500cc,Automatic,1000
Toyota,Petrol,2018,4600000,1800cc,Automatic,112000
KIA,Petrol,2022,6450000,2000cc,Automatic,9800
MG,Petrol,2021,5200000,1500cc,Automatic,9900
Toyota,Petrol,2010,2490000,1000cc,Automatic,87000
MG,Petrol,2021,6000000,1500cc,Automatic,26725
Toyota,Petrol,2013,1580000,1000cc,Manual,62403
Toyota,Petrol,2020,5400000,1600cc,Automatic,7800
Toyota,Hybrid,2017,4700000,1500cc,Automatic,81949
Daihatsu,Petrol,2007,825000,800cc,Manual,202152
United,Petrol,2020,980000,796cc,Manual,49357
Toyota,Petrol,2013,3990000,1800cc,Automatic,184625
Toyota,Diesel,2007,1350000,2000cc,Manual,349424
Toyota,Hybrid,2018,7000000,1800cc,Automatic,68304
Suzuki,Petrol,2017,1150000,796cc,Manual,65575
Suzuki,Petrol,2022,2700000,1000cc,Manual,6958
Honda,Petrol,2015,2800000,660cc,Automatic,40000
Honda,Petrol,2013,3800000,1800cc,Automatic,130000
Changan,Petrol,2021,4600000,1500cc,Automatic,661
Suzuki,Petrol,2017,1175000,800cc,Manual,68500
Toyota,Petrol,1996,4300000,3400cc,Automatic,110000
Toyota,Petrol,2010,3600000,1800cc,Automatic,165000
Honda,Petrol,2016,3200000,1500cc,Automatic,88000
Honda,Petrol,2005,1225000,1500cc,Automatic,160000
Suzuki,Petrol,1999,800000,10000cc,Manual,50000
Toyota,Petrol,2007,1740000,1300cc,Automatic,5000
Daihatsu,Petrol,2010,1635000,660cc,Automatic,101000
Toyota,Petrol,2017,5550000,1500cc,Automatic,66500
Daihatsu,Petrol,2009,900000,800cc,Manual,82123
Mitsubishi,Petrol,2008,1175000,660cc,Automatic,85000
Toyota,Petrol,2015,7250000,2700cc,Automatic,81600
Honda,Hybrid,2016,5200000,1500cc,Automatic,45000
Toyota,Petrol,2017,6200000,1800cc,Automatic,26000
Toyota,Petrol,2012,2285000,1300cc,Manual,212000
Toyota,Petrol,2022,5430000,1600cc,Automatic,16000
KIA,Petrol,2020,6200000,2000cc,Automatic,15998
Toyota,Petrol,2018,3975000,1300cc,Automatic,85000
Toyota,Petrol,2005,1380000,1600cc,Automatic,199000
Toyota,Petrol,2014,3650000,1800cc,Automatic,118500
Toyota,Petrol,2003,2050000,2000cc,Automatic,162000
Toyota,Petrol,2015,2850000,1000cc,Automatic,123
Toyota,Petrol,2010,3500000,1500cc,Automatic,145472
Suzuki,Petrol,2007,790000,800cc,Manual,18052
Toyota,Petrol,2016,37500000,4600cc,Automatic,38757
Toyota,Petrol,2022,4450000,1500cc,Manual,5551
Honda,Petrol,2022,5200000,1497cc,Automatic,5520
Suzuki,Petrol,2018,2600000,1000cc,Manual,105701
Honda,Petrol,2021,6050000,1800cc,Automatic,26750
Toyota,Petrol,2023,7550000,1800cc,Automatic,25
KIA,Petrol,2021,2800000,998cc,Manual,11000
Honda,Petrol,2013,3100000,1800cc,Automatic,135000
Toyota,Diesel,2021,11500000,2800cc,Automatic,57952
Daihatsu,Petrol,2020,3050000,660cc,Automatic,10000
Toyota,Petrol,2015,2850000,1000cc,Automatic,123
Nissan,Petrol,2016,2575000,660cc,Automatic,45000
Honda,Petrol,2006,1520000,1300cc,Manual,165000
Audi,Petrol,2018,15400000,1800cc,Automatic,47000
Toyota,Diesel,2021,11850000,2000cc,Automatic,25000
Subaru,Petrol,2015,2175000,660cc,Automatic,84000
Toyota,Hybrid,2017,6975000,1800cc,Automatic,80000
Toyota,Petrol,2018,4060000,1300cc,Automatic,78000
Toyota,Petrol,2005,8200000,4000cc,Automatic,125000
Suzuki,Petrol,2021,2400000,660cc,Manual,15000
Toyota,Petrol,2021,5650000,1600cc,Automatic,15000
Honda,Petrol,2007,1795000,1800cc,Automatic,155000
Toyota,Petrol,2012,2090000,1300cc,Manual,88000
Toyota,Petrol,2016,3700000,1600cc,Automatic,274000
Toyota,Petrol,2019,4000000,1300cc,Automatic,87030
Mitsubishi,Petrol,2006,5700000,3000cc,Automatic,200000
MG,Petrol,2021,7300000,1500cc,Automatic,24000
Honda,Petrol,2009,2575000,1800cc,Automatic,157000
Suzuki,Petrol,2017,1050000,800cc,Manual,36000
Daihatsu,Petrol,2020,3700000,660cc,Automatic,8650
Suzuki,Petrol,2005,685000,800cc,Manual,85000
Suzuki,Petrol,2022,3200000,1000cc,Automatic,5000
Daihatsu,Petrol,2005,590000,800cc,Manual,107632
Honda,Petrol,2017,3400000,1500cc,Automatic,89000
Toyota,Petrol,2007,1550000,1000cc,Automatic,160633
Suzuki,Petrol,2016,1050000,800cc,Manual,85000
Suzuki,Petrol,2013,870000,800cc,Manual,99000
Suzuki,Petrol,2017,2690000,660cc,Automatic,70000
Suzuki,Petrol,2014,2190000,660cc,Automatic,100000
Toyota,Petrol,2003,5700000,2700cc,Automatic,160000
Suzuki,Petrol,2014,1750000,660cc,Automatic,194000
Toyota,Petrol,2019,11200000,2700cc,Automatic,29000
Range Rover,Petrol,2014,33500000,5000cc,Automatic,34000
Toyota,Petrol,2019,3450000,1000cc,Automatic,30000
Toyota,Petrol,2018,5525000,1500cc,Automatic,73000
Toyota,Diesel,2022,19600000,2800cc,Automatic,35
Toyota,Petrol,2016,21000000,2700cc,Automatic,90000
Mercedes Benz,Petrol,2015,13200000,1600cc,Automatic,43384
Chevrolet,Petrol,2010,2700000,1800cc,Automatic,156590
Toyota,Petrol,2017,42000000,4600cc,Automatic,50112
Changan,Petrol,2022,2650000,1000cc,Manual,6202
Toyota,Petrol,2010,2150000,1300cc,Manual,150000
Honda,Petrol,2005,1400000,1500cc,Automatic,129922
Toyota,Petrol,2008,2000000,1800cc,Automatic,395859
Honda,Petrol,2021,4250000,1500cc,Automatic,31619
Toyota,Petrol,2013,7000000,2700cc,Automatic,210960
Honda,Petrol,2009,4500000,2400cc,Automatic,99054
Porsche,Petrol,2019,80000000,3000cc,Automatic,7690
Suzuki,Petrol,2012,1100000,1000cc,Manual,5275
Suzuki,Petrol,2014,1250000,1000cc,Manual,1269
Suzuki,Petrol,2016,2375000,1300cc,Automatic,91714
Toyota,Petrol,2007,1800000,1000cc,Automatic,110199
Suzuki,Hybrid,2021,3650000,660cc,Automatic,8233
Suzuki,Petrol,2018,1245000,800cc,Manual,76000
Honda,Hybrid,2016,5250000,1500cc,Automatic,72848
Mitsubishi,Diesel,1999,1760000,2500cc,Automatic,500
Hyundai,Petrol,2009,1160000,1100cc,Manual,207085
Toyota,Petrol,2015,4137777,1500cc,Automatic,142000
Suzuki,Petrol,2009,875000,1000cc,Manual,29716
Suzuki,Petrol,2009,875000,1000cc,Manual,55220
Toyota,Petrol,2007,3000000,1500cc,Automatic,130839
United,Petrol,2022,1490000,796cc,Manual,7989
Toyota,Hybrid,2020,9100000,1800cc,Automatic,77000
Honda,Petrol,2023,9800000,1500cc,Automatic,2
Toyota,Diesel,2023,14600000,2800cc,Automatic,100
Toyota,Petrol,2017,3460000,1000cc,Automatic,64000
Suzuki,Petrol,2016,2003000,1000cc,Manual,135000
Toyota,Petrol,2012,2685000,1600cc,Automatic,152000
Suzuki,Petrol,2021,3335000,1000cc,Manual,43000
Suzuki,Hybrid,2017,3050000,660cc,Automatic,30500
Suzuki,Petrol,2009,1125000,1000cc,Manual,175000
Suzuki,Petrol,2009,875000,1000cc,Manual,5610
Toyota,Petrol,2018,3800000,996cc,Automatic,83436
Suzuki,Petrol,2022,3390000,1000cc,Manual,23000
Toyota,Petrol,2019,4535000,1600cc,Automatic,80000
Honda,Petrol,2018,3700000,1500cc,Automatic,80000
Suzuki,Petrol,2020,2225000,660cc,Manual,39000
Honda,Petrol,2013,2950000,1800cc,Automatic,98000
Suzuki,Petrol,2000,560000,1000cc,Manual,123562
Toyota,Petrol,2010,2450000,1800cc,Automatic,175000
Honda,Petrol,2020,3590000,1300cc,Automatic,55000
Suzuki,Petrol,2014,990000,800cc,Manual,62000
Honda,Petrol,2004,1250000,1300cc,Manual,450000
Suzuki,Petrol,2008,660000,1000cc,Manual,1
Toyota,Petrol,2009,1600000,1300cc,Manual,162800
Suzuki,Petrol,2019,1050000,800cc,Manual,58000
Daihatsu,Petrol,2004,650000,800cc,Manual,142000
Suzuki,Petrol,2020,2250000,660cc,Manual,70000
Suzuki,Petrol,2012,1030000,1000cc,Manual,131152
Honda,Petrol,2021,6500000,1800cc,Automatic,60000
Toyota,Petrol,2015,3050000,1300cc,Automatic,180000
Honda,Petrol,2020,4950000,1500cc,Automatic,40850
Honda,Petrol,2021,5650000,1500cc,Automatic,16000
Honda,Petrol,2007,1600000,1300cc,Manual,150000
Toyota,Petrol,2013,3180000,1600cc,Automatic,100000
Honda,Petrol,2014,4700000,1500cc,Automatic,210000
Toyota,Diesel,2022,12700000,2800cc,Automatic,25
Toyota,Petrol,2021,15200000,2700cc,Automatic,7200
Toyota,Petrol,2011,19900000,4600cc,Automatic,85000
Toyota,Petrol,2019,5050000,1600cc,Automatic,16000
Audi,Hybrid,2014,28000000,2000cc,Automatic,62000
Toyota,Petrol,2022,6300000,1600cc,Automatic,2200
Toyota,Petrol,2021,6150000,1800cc,Automatic,31000
MG,Petrol,2021,7000000,1500cc,Automatic,34000
Honda,Petrol,2014,2950000,1800cc,Automatic,124000
Toyota,Petrol,2019,3700000,1000cc,Automatic,74000
Daihatsu,Petrol,2019,3550000,660cc,Automatic,13000
Toyota,Petrol,2019,4100000,1000cc,Automatic,27000
Toyota,Petrol,2016,3200000,1300cc,Manual,200000
Honda,Petrol,2007,1700000,1800cc,Automatic,175537
Honda,Petrol,2004,1450000,1500cc,Manual,214000
Toyota,Petrol,2006,2825000,1500cc,Automatic,425000
Suzuki,Petrol,2017,2090000,1300cc,Automatic,53000
Suzuki,Petrol,2016,1080000,800cc,Manual,60000
Toyota,Petrol,2020,5770000,1800cc,Manual,52800
Suzuki,Petrol,2020,2149999,660cc,Manual,16500
Prince,Petrol,2021,1400000,796cc,Manual,1200
Suzuki,Petrol,2016,1799999,1000cc,Manual,148500
Toyota,Petrol,2017,5500000,2000cc,Automatic,38000
Honda,Petrol,2017,5000000,1800cc,Automatic,20000
Suzuki,Petrol,2021,2665000,660cc,Automatic,12000
Suzuki,Petrol,2022,2765000,660cc,Automatic,6000
Suzuki,Petrol,2016,2150000,1000cc,Manual,41000
Toyota,Petrol,2014,2130000,1300cc,Manual,158000
Nissan,Petrol,2007,1500000,660cc,Automatic,200
Toyota,Petrol,2015,2425000,1000cc,Automatic,81000
Hyundai,Petrol,2022,9100000,2000cc,Automatic,2195
Suzuki,Petrol,2018,2400000,1000cc,Manual,110000
Honda,Petrol,2022,9000000,1500cc,Automatic,14000
Honda,Petrol,2021,6375000,1800cc,Automatic,22000
Toyota,Petrol,2004,7140000,3378cc,Automatic,130000
Toyota,Petrol,2016,3300000,1800cc,Automatic,101400
Toyota,Diesel,2016,8200000,3000cc,Automatic,60000
Toyota,Petrol,2000,1500000,1300cc,Automatic,100000
Toyota,Diesel,2022,19000000,2800cc,Automatic,650
Toyota,Petrol,2015,33000000,4608cc,Automatic,69000
Toyota,Diesel,2020,13800000,2800cc,Automatic,28000
Lexus,Hybrid,2016,26500000,3500cc,Automatic,30000
Honda,Petrol,2017,3945000,1800cc,Automatic,91500
