brand,currency,description,fuel_type,item_condition,manufacturer,mileage_from_odometer,model_date,price,vehicle_engine,vehicle_transmission
Toyota,PKR,Toyota Yaris 2022 for sale in Lahore,Petrol,used,Toyota,"7,500 km",2022,5090000,1500cc,Automatic
Suzuki,PKR,Suzuki Mehran 2006 for sale in Bahawalpur,Petrol,used,Suzuki,"100,000 km",2006,540000,800cc,Manual
Mitsubishi,PKR,Mitsubishi Lancer 2008 for sale in Islamabad,Petrol,used,Mitsubishi,"135,000 km",2008,1550000,1300cc,Manual
Suzuki,PKR,Suzuki Alto 2011 for sale in Karachi,Petrol,used,Suzuki,"150,000 km",2011,900000,1000cc,Manual
Honda,PKR,Honda N Box 2019 for sale in Islamabad,Petrol,used,Honda,"32,600 km",2019,3850000,660cc,Automatic
Honda,PKR,Honda Civic 2005 for sale in Lahore,Petrol,used,Honda,"236,000 km",2005,1430000,1600cc,Automatic
Toyota,PKR,Toyota Hilux 2013 for sale in Karachi,Petrol,used,Toyota,"130,000 km",2013,6800000,4000cc,Automatic
Honda,PKR,Honda Civic 2006 for sale in Lahore,Petrol,used,Honda,"146,000 km",2006,1300000,1600cc,Automatic
Toyota,PKR,Toyota Prado 1996 for sale in Islamabad,Petrol,used,Toyota,"110,000 km",1996,4300000,3400cc,Automatic
Toyota,PKR,Toyota Corolla Axio 2017 for sale in Peshawar,Petrol,used,Toyota,"66,500 km",2017,5550000,1500cc,Automatic
Toyota,PKR,Toyota Fortuner 2015 for sale in Rawalpindi,Petrol,used,Toyota,"81,600 km",2015,7250000,2700cc,Automatic
Honda,PKR,Honda Vezel 2016 for sale in Karachi,Hybrid,used,Honda,"45,000 km",2016,5200000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2017 for sale in Islamabad,Petrol,used,Toyota,"26,000 km",2017,6200000,1800cc,Automatic
Audi,PKR,Audi A6 2018 for sale in Faisalabad,Petrol,used,Audi,"47,000 km",2018,15400000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2018 for sale in Islamabad,Petrol,used,Toyota,"78,000 km",2018,4060000,1300cc,Automatic
Toyota,PKR,Toyota Prado 2005 for sale in Islamabad,Petrol,used,Toyota,"125,000 km",2005,8200000,4000cc,Automatic
Toyota,PKR,Toyota Corolla 2012 for sale in Karachi,Petrol,used,Toyota,"88,000 km",2012,2090000,1300cc,Manual
MG,PKR,MG HS 2021 for sale in Swabi,Petrol,used,MG,"24,000 km",2021,7300000,1500cc,Automatic
Honda,PKR,Honda Civic 2009 for sale in Lahore,Petrol,used,Honda,"157,000 km",2009,2575000,1800cc,Automatic
Daihatsu,PKR,Daihatsu Cuore 2005 for sale in Islamabad,Petrol,used,Daihatsu,"107,632 km",2005,590000,800cc,Manual
Toyota,PKR,Toyota Aqua 2017 for sale in Islamabad,Hybrid,used,Toyota,"187,000 km",2017,4920000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2016 for sale in Karachi,Petrol,used,Toyota,"77,300 km",2016,3200000,1600cc,Automatic
Toyota,PKR,Toyota Hilux 2023 for sale in Karachi,Diesel,used,Toyota,1 km,2023,14800000,2400cc,Automatic
Suzuki,PKR,Suzuki Alto 2021 for sale in Faisalabad,Petrol,used,Suzuki,"7,000 km",2021,2500000,660cc,Manual
Suzuki,PKR,Suzuki Cultus 2014 for sale in Karachi,Petrol,used,Suzuki,"44,720 km",2014,1250000,1000cc,Manual
Toyota,PKR,Toyota Passo 2007 for sale in Islamabad,Petrol,used,Toyota,"195,000 km",2007,1410000,1000cc,Automatic
Suzuki,PKR,Suzuki Cervo 2008 for sale in Rawalpindi,Petrol,used,Suzuki,"120,000 km",2008,1550000,660cc,Automatic
Toyota,PKR,Toyota Corolla 2012 for sale in Islamabad,Petrol,used,Toyota,"110,000 km",2012,2225000,1300cc,Manual
Honda,PKR,Honda City 2023 for sale in Lahore,Petrol,used,Honda,20 km,2023,4550000,1200cc,Manual
Suzuki,PKR,Suzuki Alto 2009 for sale in Karachi,Petrol,used,Suzuki,1 km,2009,620000,1000cc,Manual
Toyota,PKR,Toyota Corolla 2013 for sale in Lahore,Petrol,used,Toyota,"147,000 km",2013,2300000,1300cc,Manual
Toyota,PKR,Toyota Corolla 2017 for sale in Gujranwala,Petrol,used,Toyota,"100,000 km",2017,2990000,1300cc,Manual
Toyota,PKR,Toyota Pickup 1994 for sale in Nowshera,Petrol,used,Toyota,"25,000 km",1994,1500000,2500cc,Manual
Honda,PKR,Honda City 2021 for sale in Bahawalpur,Petrol,used,Honda,"17,000 km",2021,4380000,1200cc,Manual
Suzuki,PKR,Suzuki Bolan 1980 for sale in Islamabad,Petrol,used,Suzuki,539 km,1980,330000,539cc,Manual
Toyota,PKR,Toyota Prius 2013 for sale in Peshawar,Petrol,used,Toyota,"125,000 km",2013,4450000,1800cc,Automatic
Honda,PKR,Honda City 2018 for sale in Bahawalpur,Petrol,used,Honda,"152,000 km",2018,2750000,1300cc,Manual
Suzuki,PKR,Suzuki Baleno 1999 for sale in Karachi,Petrol,used,Suzuki,"187,000 km",1999,525000,1300cc,Manual
Toyota,PKR,Toyota Aqua 2014 for sale in Lahore,Hybrid,used,Toyota,"92,000 km",2014,3870000,1500cc,Automatic
Suzuki,PKR,Suzuki Cultus 2004 for sale in Karachi,Petrol,used,Suzuki,"20,950 km",2004,560000,1000cc,Manual
KIA,PKR,KIA Picanto 2022 for sale in Islamabad,Petrol,used,KIA,5 km,2022,3199000,1000cc,Automatic
Suzuki,PKR,Suzuki Alto 2021 for sale in Gujranwala,Petrol,used,Suzuki,"21,000 km",2021,2270000,660cc,Manual
Honda,PKR,Honda Civic 2005 for sale in Rawalpindi,Petrol,used,Honda,"300,000 km",2005,1375000,1600cc,Manual
Suzuki,PKR,Suzuki Alto 2022 for sale in Karachi,Petrol,used,Suzuki,"9,670 km",2022,2460000,660cc,Manual
Toyota,PKR,Toyota Corolla Axio 2015 for sale in Peshawar,Petrol,used,Toyota,"100,000 km",2015,4700000,1500cc,Automatic
Honda,PKR,Honda City 2017 for sale in Islamabad,Petrol,used,Honda,"89,000 km",2017,3400000,1500cc,Automatic
Toyota,PKR,Toyota Passo 2007 for sale in Lahore,Petrol,used,Toyota,"160,633 km",2007,1550000,1000cc,Automatic
Mercedes Benz,PKR,Mercedes Benz C Class 2015 for sale in Lahore,Petrol,used,Mercedes Benz,"43,384 km",2015,13200000,1600cc,Automatic
Chevrolet,PKR,Chevrolet Cruze 2010 for sale in Lahore,Petrol,used,Chevrolet,"156,590 km",2010,2700000,1800cc,Automatic
Toyota,PKR,Toyota Land Cruiser 2017 for sale in Lahore,Petrol,used,Toyota,"50,112 km",2017,42000000,4600cc,Automatic
Honda,PKR,Honda Civic 2005 for sale in Lahore,Petrol,used,Honda,"129,922 km",2005,1400000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2008 for sale in Lahore,Petrol,used,Toyota,"395,859 km",2008,2000000,1800cc,Automatic
Honda,PKR,Honda CR-V 2009 for sale in Lahore,Petrol,used,Honda,"99,054 km",2009,4500000,2400cc,Automatic
Porsche,PKR,Porsche Panamera 2019 for sale in Lahore,Petrol,used,Porsche,"7,690 km",2019,80000000,3000cc,Automatic
Suzuki,PKR,Suzuki Cultus 2012 for sale in Lahore,Petrol,used,Suzuki,"5,275 km",2012,1100000,1000cc,Manual
Suzuki,PKR,Suzuki Cultus 2014 for sale in Lahore,Petrol,used,Suzuki,"1,269 km",2014,1250000,1000cc,Manual
Suzuki,PKR,Suzuki Swift 2016 for sale in Lahore,Petrol,used,Suzuki,"91,714 km",2016,2375000,1300cc,Automatic
Toyota,PKR,Toyota Corolla 2015 for sale in Gujrat,Petrol,used,Toyota,"127,000 km",2015,2610000,1300cc,Manual
Toyota,PKR,Toyota Corolla 2017 for sale in Islamabad,Petrol,used,Toyota,"78,000 km",2017,4350000,1800cc,Automatic
Daihatsu,PKR,Daihatsu Mira 2018 for sale in Jhang,Petrol,used,Daihatsu,"55,000 km",2018,3100000,660cc,Automatic
Suzuki,PKR,Suzuki Mehran 2018 for sale in Islamabad,Petrol,used,Suzuki,"60,000 km",2018,1260000,800cc,Manual
Toyota,PKR,Toyota Prado 2004 for sale in Lahore,Petrol,used,Toyota,"196,000 km",2004,9900000,3378cc,Automatic
Toyota,PKR,Toyota Corolla 2019 for sale in Lahore,Petrol,used,Toyota,"58,000 km",2019,4925000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2015 for sale in Islamabad,Petrol,used,Toyota,"107,000 km",2015,3000000,1300cc,Manual
Honda,PKR,Honda Civic 2006 for sale in Lahore,Petrol,used,Honda,"146,000 km",2006,1300000,1600cc,Automatic
Toyota,PKR,Toyota Corolla 2022 for sale in Islamabad,Petrol,used,Toyota,"12,000 km",2022,7000000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2022 for sale in Islamabad,Petrol,used,Toyota,"18,000 km",2022,7050000,1800cc,Automatic
Suzuki,PKR,Suzuki Swift 2016 for sale in Multan,Petrol,used,Suzuki,"121,000 km",2016,1875000,1300cc,Manual
Toyota,PKR,Toyota Corolla 2006 for sale in Islamabad,Petrol,used,Toyota,"300,000 km",2006,1550000,1300cc,Manual
Honda,PKR,Honda City 2010 for sale in Sargodha,Petrol,used,Honda,"141,000 km",2010,2200000,1300cc,Manual
Hyundai,PKR,Hyundai Tucson 2023 for sale in Lahore,Petrol,used,Hyundai,10 km,2023,7850000,2000cc,Automatic
Mazda,PKR,Mazda Flair 2019 for sale in Islamabad,Petrol,used,Mazda,"32,000 km",2019,3175000,660cc,Automatic
Hyundai,PKR,Hyundai Santro 2000 for sale in Swabi,CNG,used,Hyundai,"5,588 km",2000,480000,1000cc,Manual
Honda,PKR,Honda City 2009 for sale in Lahore,Petrol,used,Honda,"150,000 km",2009,2150000,1300cc,Automatic
Toyota,PKR,Toyota Corolla 2015 for sale in Rawalpindi,Petrol,used,Toyota,1 km,2015,3199000,1300cc,Automatic
Daihatsu,PKR,Daihatsu Cuore 2007 for sale in Lahore,Petrol,used,Daihatsu,"106,000 km",2007,1000000,800cc,Automatic
Honda,PKR,Honda Civic 2010 for sale in Islamabad,Petrol,used,Honda,"103,000 km",2010,2050000,1800cc,Manual
Honda,PKR,Honda Civic 2020 for sale in Lahore,Petrol,used,Honda,"46,000 km",2020,7250000,1500cc,Automatic
Daihatsu,PKR,Daihatsu Move 2016 for sale in Lahore,Petrol,used,Daihatsu,"85,000 km",2016,2690000,660cc,Automatic
Hyundai,PKR,Hyundai Sonata 2021 for sale in Faisalabad,Petrol,used,Hyundai,"9,300 km",2021,9480000,2500cc,Automatic
Suzuki,PKR,Suzuki Alto 2019 for sale in Islamabad,Petrol,used,Suzuki,"68,000 km",2019,2085000,660cc,Manual
Suzuki,PKR,Suzuki Swift 2012 for sale in Rawalpindi,Petrol,used,Suzuki,"98,000 km",2012,1530000,1300cc,Manual
Suzuki,PKR,Suzuki Swift 2016 for sale in Lahore,Petrol,used,Suzuki,"91,714 km",2016,2375000,1300cc,Automatic
Toyota,PKR,Toyota Vitz 2007 for sale in Lahore,Petrol,used,Toyota,"110,199 km",2007,1800000,1000cc,Automatic
Suzuki,PKR,Suzuki Wagon R 2021 for sale in Lahore,Hybrid,used,Suzuki,"8,233 km",2021,3650000,660cc,Automatic
Honda,PKR,Honda Vezel 2016 for sale in Lahore,Hybrid,used,Honda,"72,848 km",2016,5250000,1500cc,Automatic
Hyundai,PKR,Hyundai Santro 2009 for sale in Lahore,Petrol,used,Hyundai,"207,085 km",2009,1160000,1100cc,Manual
Suzuki,PKR,Suzuki Cultus 2009 for sale in Lahore,Petrol,used,Suzuki,"29,716 km",2009,875000,1000cc,Manual
Suzuki,PKR,Suzuki Cultus 2009 for sale in Lahore,Petrol,used,Suzuki,"55,220 km",2009,875000,1000cc,Manual
Toyota,PKR,Toyota Corolla Axio 2007 for sale in Lahore,Petrol,used,Toyota,"130,839 km",2007,3000000,1500cc,Automatic
United,PKR,United Bravo 2022 for sale in Lahore,Petrol,used,United,"7,989 km",2022,1490000,796cc,Manual
Suzuki,PKR,Suzuki Cultus 2009 for sale in Lahore,Petrol,used,Suzuki,"5,610 km",2009,875000,1000cc,Manual
Toyota,PKR,Toyota Vitz 2018 for sale in Lahore,Petrol,used,Toyota,"83,436 km",2018,3800000,996cc,Automatic
Suzuki,PKR,Suzuki Cultus 2022 for sale in D.G.Khan,Petrol,used,Suzuki,"23,000 km",2022,3390000,1000cc,Manual
Suzuki,PKR,Suzuki Swift 2012 for sale in Rawalpindi,Petrol,used,Suzuki,"98,000 km",2012,1530000,1300cc,Manual
Honda,PKR,Honda City 2001 for sale in Karachi,Petrol,used,Honda,"12,345 km",2001,590000,1300cc,Manual
Suzuki,PKR,Suzuki Wagon R 2008 for sale in Abbottabad,Petrol,used,Suzuki,"123,456 km",2008,1400000,660cc,Automatic
Suzuki,PKR,Suzuki Mehran 2018 for sale in Rawalpindi,Petrol,used,Suzuki,"123,456 km",2018,1150000,800cc,Manual
Suzuki,PKR,Suzuki Mehran 2016 for sale in Islamabad,Petrol,used,Suzuki,"123,456 km",2016,1020000,800cc,Manual
Toyota,PKR,Toyota Corolla 2016 for sale in Lahore,Petrol,used,Toyota,"84,000 km",2016,3050000,1300cc,Automatic
Suzuki,PKR,Suzuki Khyber 1995 for sale in Rawalpindi,Petrol,used,Suzuki,"9,999 km",1995,280000,1000cc,Manual
Honda,PKR,Honda City 2006 for sale in Lahore,Petrol,used,Honda,"11,111 km",2006,1650000,1300cc,Manual
Mitsubishi,PKR,Mitsubishi Ek Wagon 2015 for sale in Multan,Petrol,used,Mitsubishi,"67,000 km",2015,1925000,660cc,Automatic
Toyota,PKR,Toyota Corolla 1999 for sale in Abbottabad,CNG,used,Toyota,192 km,1999,1070000,1300cc,Manual
KIA,PKR,KIA Sportage 2020 for sale in Lahore,Petrol,used,KIA,"29,600 km",2020,7050000,1999cc,Automatic
Toyota,PKR,Toyota Aqua 2017 for sale in Islamabad,Hybrid,used,Toyota,"187,000 km",2017,4920000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2013 for sale in Lahore,Petrol,used,Toyota,"75,000 km",2013,2520000,1300cc,Manual
DFSK,PKR,DFSK Convoy 2013 for sale in Burewala,Petrol,used,DFSK,"100,000 km",2013,1050000,1000cc,Manual
Toyota,PKR,Toyota Vitz 2015 for sale in Karachi,Petrol,used,Toyota,"56,400 km",2015,3100000,1000cc,Automatic
Suzuki,PKR,Suzuki Alto 2020 for sale in Lahore,Petrol,used,Suzuki,"29,000 km",2020,2185000,660cc,Manual
Others,PKR,Others Other 2020 for sale in Swat,Diesel,used,Others,"90,000 km",2020,9800000,4000cc,Automatic
Toyota,PKR,Toyota Vitz 2014 for sale in Islamabad,Petrol,used,Toyota,"144,000 km",2014,2875000,1000cc,Automatic
Honda,PKR,Honda Civic 2013 for sale in Lahore,Petrol,used,Honda,"100,000 km",2013,2900000,1800cc,Automatic
Suzuki,PKR,Suzuki Ravi 1989 for sale in Rawalpindi,Petrol,used,Suzuki,1 km,1989,570000,800cc,Manual
Honda,PKR,Honda City 2023 for sale in Lahore,Petrol,used,Honda,60 km,2023,5490000,1500cc,Automatic
Toyota,PKR,Toyota Yaris 2022 for sale in Sialkot,Petrol,used,Toyota,"8,000 km",2022,4700000,1300cc,Automatic
Daihatsu,PKR,Daihatsu Mira 2013 for sale in Rawalpindi,Petrol,used,Daihatsu,"98,528 km",2013,2500000,660cc,Automatic
Toyota,PKR,Toyota Probox 2012 for sale in Faisalabad,Petrol,used,Toyota,"125,000 km",2012,2700000,1300cc,Automatic
Toyota,PKR,Toyota Mark X 2011 for sale in Islamabad,Petrol,used,Toyota,"76,000 km",2011,11000000,3500cc,Automatic
Suzuki,PKR,Suzuki Bolan 2014 for sale in Rawalpindi,Petrol,used,Suzuki,"62,000 km",2014,990000,800cc,Manual
Suzuki,PKR,Suzuki Swift 2017 for sale in Karachi,Petrol,used,Suzuki,"53,000 km",2017,2090000,1300cc,Automatic
Honda,PKR,Honda Civic 2017 for sale in Lahore,Petrol,used,Honda,"20,000 km",2017,5000000,1800cc,Automatic
Suzuki,PKR,Suzuki Alto 2021 for sale in Karachi,Petrol,used,Suzuki,"12,000 km",2021,2665000,660cc,Automatic
Suzuki,PKR,Suzuki Alto 2022 for sale in Karachi,Petrol,used,Suzuki,"6,000 km",2022,2765000,660cc,Automatic
Honda,PKR,Honda Civic 2021 for sale in Islamabad,Petrol,used,Honda,"22,000 km",2021,6375000,1800cc,Automatic
Toyota,PKR,Toyota Prado 2004 for sale in Hassan abdal,Petrol,used,Toyota,"130,000 km",2004,7140000,3378cc,Automatic
Honda,PKR,Honda Civic 2008 for sale in Lahore,Petrol,used,Honda,"157,000 km",2008,1890000,1800cc,Automatic
Honda,PKR,Honda BR-V 2023 for sale in Islamabad,Petrol,used,Honda,500 km,2023,6100000,1500cc,Automatic
Suzuki,PKR,Suzuki Cultus 2013 for sale in Karachi,Petrol,used,Suzuki,"68,792 km",2013,1275000,1000cc,Manual
Suzuki,PKR,Suzuki Cultus 2013 for sale in Karachi,Petrol,used,Suzuki,"67,821 km",2013,1275000,1000cc,Manual
Honda,PKR,Honda Civic 2014 for sale in Lahore,Petrol,used,Honda,"117,599 km",2014,2750000,1800cc,Automatic
Suzuki,PKR,Suzuki Alto 2006 for sale in Wah cantt,Petrol,used,Suzuki,"208,450 km",2006,690000,1000cc,Manual
Toyota,PKR,Toyota Crown 2010 for sale in Islamabad,Petrol,used,Toyota,"72,000 km",2010,7500000,2500cc,Automatic
Suzuki,PKR,Suzuki Swift 2019 for sale in Lahore,Petrol,used,Suzuki,"83,603 km",2019,2575000,1300cc,Automatic
Toyota,PKR,Toyota Corolla 2013 for sale in Islamabad,Petrol,used,Toyota,2 km,2013,1950000,1300cc,Manual
Toyota,PKR,Toyota Corolla 2021 for sale in Peshawar,Petrol,used,Toyota,"31,700 km",2021,6775000,1800cc,Automatic
Suzuki,PKR,Suzuki Cultus 2018 for sale in Lahore,Petrol,used,Suzuki,"67,000 km",2018,2030000,1000cc,Manual
Toyota,PKR,Toyota Corolla 2011 for sale in Yazman mandi,Petrol,used,Toyota,"95,000 km",2011,2100000,1300cc,Manual
Honda,PKR,Honda City 2017 for sale in Lahore,Petrol,used,Honda,"76,000 km",2017,2785000,1300cc,Manual
Toyota,PKR,Toyota Sienta 2016 for sale in Multan,Petrol,used,Toyota,"54,000 km",2016,4800000,1500cc,Automatic
Suzuki,PKR,Suzuki Khyber 1991 for sale in Lahore,Petrol,used,Suzuki,"15,000 km",1991,270000,1000cc,Manual
Suzuki,PKR,Suzuki Khyber 1991 for sale in Lahore,Petrol,used,Suzuki,"15,000 km",1991,270000,1000cc,Manual
Toyota,PKR,Toyota Sienta 2017 for sale in Islamabad,Hybrid,used,Toyota,"64,000 km",2017,5650000,1500cc,Automatic
Suzuki,PKR,Suzuki Wagon R 2018 for sale in Multan,Hybrid,used,Suzuki,"36,000 km",2018,3150000,660cc,Automatic
Honda,PKR,Honda City 2021 for sale in Lahore,Petrol,used,Honda,"16,000 km",2021,4370000,1500cc,Automatic
Suzuki,PKR,Suzuki Wagon R 2017 for sale in Lahore,Petrol,used,Suzuki,"95,000 km",2017,1750000,1000cc,Manual
Honda,PKR,Honda HR-V 2023 for sale in Multan,Petrol,used,Honda,1 km,2023,7525000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2009 for sale in Muzaffar Gargh,Petrol,used,Toyota,"139,792 km",2009,2200000,1300cc,Manual
Suzuki,PKR,Suzuki Cultus 2000 for sale in Rawalpindi,Petrol,used,Suzuki,"150,000 km",2000,670000,1000cc,Manual
Toyota,PKR,Toyota Vitz 2014 for sale in Jhelum,Petrol,used,Toyota,"107,000 km",2014,2600000,1000cc,Automatic
Suzuki,PKR,Suzuki Mehran 2017 for sale in Islamabad,Petrol,used,Suzuki,"102,000 km",2017,1100000,796cc,Manual
Suzuki,PKR,Suzuki Alto 2006 for sale in Rawalpindi,Petrol,used,Suzuki,"38,500 km",2006,650000,1000cc,Manual
Suzuki,PKR,Suzuki Mehran 2014 for sale in Islamabad,Petrol,used,Suzuki,"84,000 km",2014,945000,800cc,Manual
Toyota,PKR,Toyota Corolla 2019 for sale in Narowal,Petrol,used,Toyota,"56,000 km",2019,3450000,1300cc,Manual
Daihatsu,PKR,Daihatsu Cuore 2011 for sale in Karachi,Petrol,used,Daihatsu,"180,000 km",2011,625000,800cc,Manual
Suzuki,PKR,Suzuki Mehran 1989 for sale in Karachi,Petrol,used,Suzuki,"100,000 km",1989,150000,800cc,Manual
Daihatsu,PKR,Daihatsu Mira 2018 for sale in Islamabad,Petrol,used,Daihatsu,"32,000 km",2018,3485000,660cc,Automatic
Daihatsu,PKR,Daihatsu Mira 2016 for sale in Islamabad,Petrol,used,Daihatsu,"38,000 km",2016,2675000,660cc,Automatic
Suzuki,PKR,Suzuki Swift 2013 for sale in Islamabad,Petrol,used,Suzuki,"153,769 km",2013,1600000,1300cc,Manual
Honda,PKR,Honda Vezel 2015 for sale in Karachi,Hybrid,used,Honda,"82,617 km",2015,5075000,1500cc,Automatic
Honda,PKR,Honda City 2017 for sale in Islamabad,Petrol,used,Honda,"82,325 km",2017,2950000,1500cc,Manual
Toyota,PKR,Toyota Prado 1998 for sale in Bahawalpur,Petrol,used,Toyota,"168,000 km",1998,4400000,3400cc,Automatic
Suzuki,PKR,Suzuki Alto 2007 for sale in Islamabad,Petrol,used,Suzuki,"105,245 km",2007,850000,1000cc,Manual
Honda,PKR,Honda HR-V 2023 for sale in Islamabad,Petrol,used,Honda,10 km,2023,7600000,1500cc,Automatic
Honda,PKR,Honda Civic 2020 for sale in Islamabad,Petrol,used,Honda,"16,200 km",2020,5985000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2003 for sale in Lahore,Petrol,used,Toyota,"106,223 km",2003,1850000,1600cc,Automatic
Honda,PKR,Honda Civic 2004 for sale in Lahore,Petrol,used,Honda,"122,511 km",2004,1290000,1500cc,Automatic
Suzuki,PKR,Suzuki Cultus 2022 for sale in Lahore,Petrol,used,Suzuki,"16,634 km",2022,3700000,1000cc,Automatic
Honda,PKR,Honda City 2008 for sale in Multan,Petrol,used,Honda,"78,000 km",2008,2050000,1300cc,Automatic
Honda,PKR,Honda Civic 2015 for sale in Lahore,Petrol,used,Honda,"81,000 km",2015,3250000,1800cc,Automatic
Toyota,PKR,Toyota Yaris 2022 for sale in Islamabad,Petrol,used,Toyota,"7,500 km",2022,4700000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2004 for sale in Lahore,Petrol,used,Toyota,"170,000 km",2004,1500000,1600cc,Automatic
Toyota,PKR,Toyota Corolla 2014 for sale in Lahore,Petrol,used,Toyota,"109,626 km",2014,3560000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2004 for sale in Lahore,Petrol,used,Toyota,"152,500 km",2004,1725000,1600cc,Automatic
Daihatsu,PKR,Daihatsu Cast 2018 for sale in Lahore,Petrol,used,Daihatsu,"44,000 km",2018,3100000,660cc,Automatic
Toyota,PKR,Toyota Corolla Fielder 2012 for sale in Dera ismail khan,Petrol,used,Toyota,"12,315 km",2012,27750000,1500cc,Automatic
Toyota,PKR,Toyota Fortuner 2014 for sale in Karachi,Petrol,used,Toyota,"51,000 km",2014,7200000,2700cc,Automatic
Suzuki,PKR,Suzuki Mehran 2012 for sale in Rawalpindi,Petrol,used,Suzuki,"89,000 km",2012,785000,800cc,Manual
Suzuki,PKR,Suzuki Cultus 2016 for sale in Karachi,Petrol,used,Suzuki,"70,000 km",2016,1425000,1000cc,Manual
Honda,PKR,Honda Civic 2022 for sale in Karachi,Petrol,used,Honda,"12,000 km",2022,6495000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2011 for sale in Rawalpindi,Petrol,used,Toyota,"180,000 km",2011,1780000,1300cc,Manual
Daihatsu,PKR,Daihatsu Terios Kid 1997 for sale in Lahore,Petrol,used,Daihatsu,"200,000 km",1997,1450000,1300cc,Automatic
Suzuki,PKR,Suzuki Mehran 2013 for sale in Hyderabad,Petrol,used,Suzuki,"69,000 km",2013,680000,800cc,Manual
Suzuki,PKR,Suzuki Cultus 2008 for sale in Bhakkar,Petrol,used,Suzuki,"75,000 km",2008,930000,1000cc,Manual
Suzuki,PKR,Suzuki Mehran 2013 for sale in Lahore,Petrol,used,Suzuki,"152,000 km",2013,1000000,800cc,Manual
Toyota,PKR,Toyota Corolla 2018 for sale in Lahore,Petrol,used,Toyota,"85,000 km",2018,4150000,1600cc,Automatic
Suzuki,PKR,Suzuki Mehran 2006 for sale in Lahore,Petrol,used,Suzuki,21 km,2006,530000,800cc,Manual
Honda,PKR,Honda City 2009 for sale in Lahore,Petrol,used,Honda,"121,000 km",2009,1945000,1300cc,Manual
Suzuki,PKR,Suzuki Cultus 2008 for sale in Islamabad,Petrol,used,Suzuki,"160,000 km",2008,925000,1000cc,Manual
Suzuki,PKR,Suzuki Swift 2017 for sale in Karachi,Petrol,used,Suzuki,"30,000 km",2017,3950000,1000cc,Automatic
Hyundai,PKR,Hyundai Santro 2004 for sale in Faisalabad,Petrol,used,Hyundai,"143,000 km",2004,875000,1000cc,Manual
Toyota,PKR,Toyota Corolla 2018 for sale in Karachi,Petrol,used,Toyota,"71,091 km",2018,3600000,1600cc,Automatic
Honda,PKR,Honda City 2021 for sale in Wah cantt,Petrol,used,Honda,"21,000 km",2021,3750000,1300cc,Manual
Honda,PKR,Honda Civic 2011 for sale in Lahore,Petrol,used,Honda,"165,182 km",2011,2325000,1800cc,Automatic
Honda,PKR,Honda CR-V 2008 for sale in Lahore,Petrol,used,Honda,"188,424 km",2008,4400000,2400cc,Automatic
Suzuki,PKR,Suzuki Swift 2022 for sale in Lahore,Petrol,used,Suzuki,"8,329 km",2022,4700000,1242cc,Automatic
