brand,model_date,price,vehicle_engine,vehicle_transmission,KM,fuel_code
Toyota,2019,4300000,1300cc,Manual,53000,6
Toyota,1994,1300000,1500cc,Automatic,310000,6
Suzuki,2019,2350000,1000cc,Manual,80201,6
Toyota,2018,14250000,2700cc,Automatic,52500,6
Honda,2001,830000,1300cc,Manual,200000,6
Toyota,2008,3600000,1800cc,Automatic,109000,6
Daihatsu,2007,720000,800cc,Manual,205000,6
Suzuki,2013,860000,800cc,Manual,71000,6
Toyota,2006,1390000,1300cc,Manual,200000,6
Toyota,2006,4000000,3000cc,Automatic,160000,6
Honda,2018,4800000,1800cc,Automatic,89000,6
Mitsubishi,2006,4000000,2800cc,Manual,312000,1
Suzuki,2018,1150000,800cc,Manual,65000,6
Suzuki,2015,1100000,800cc,Manual,63947,6
Suzuki,2005,700000,1000cc,Manual,200000,6
Toyota,2018,3350000,1000cc,Automatic,10000,6
Toyota,2019,6200000,1800cc,Automatic,29000,6
Suzuki,2017,2000000,1000cc,Manual,80000,6
Honda,2017,4650000,1800cc,Automatic,66500,6
Suzuki,2009,1000000,1000cc,Manual,17000,6
Toyota,2012,2275000,1300cc,Manual,90000,6
Honda,2017,3990000,1800cc,Automatic,140000,6
Toyota,2021,5000000,1600cc,Manual,21500,6
Toyota,2019,4095000,1000cc,Automatic,19290,6
Toyota,2011,15300000,4000cc,Automatic,87000,6
MG,2023,7800000,1500cc,Automatic,150,6
Toyota,2018,4450000,1600cc,Automatic,63000,6
Honda,2010,2145000,1800cc,Automatic,130000,6
Toyota,2020,4245000,1500cc,Automatic,40000,6
Daihatsu,2014,2480000,660cc,Automatic,59000,6
Toyota,2016,5300000,1500cc,Automatic,130957,6
Suzuki,2006,850000,1000cc,Manual,238253,6
Daihatsu,2014,1900000,660cc,Automatic,152379,6
Toyota,2014,2550000,1000cc,Automatic,90000,6
Nissan,2013,2675000,1500cc,Automatic,152000,6
Toyota,2021,5300000,1598cc,Automatic,35929,6
Toyota,2017,8400000,1800cc,Automatic,70000,2
Honda,2017,2900000,1500cc,Automatic,97000,6
Toyota,2017,52200000,4600cc,Automatic,16000,6
Honda,2016,2570000,1500cc,Manual,144000,6
Toyota,2019,3995000,1300cc,Manual,63000,6
Honda,2008,1700000,1800cc,Automatic,97000,6
Suzuki,2007,730000,1000cc,Manual,200000,6
Honda,2022,8250000,1500cc,Automatic,18900,6
Suzuki,2012,1450000,1300cc,Manual,60000,6
Toyota,2019,4100000,1600cc,Automatic,42000,6
Honda,2016,6795000,1500cc,Automatic,89995,2
Suzuki,2007,930000,1000cc,Manual,30596,6
Toyota,2019,4250000,996cc,Automatic,44004,6
Toyota,2019,4495000,1000cc,Automatic,55069,6
Honda,2021,4700000,1497cc,Automatic,32000,6
Honda,2019,3700000,1300cc,Automatic,50000,6
Suzuki,2012,810000,800cc,Manual,107000,6
Toyota,2021,5280000,1600cc,Automatic,31900,6
Toyota,2007,1750000,1000cc,Automatic,150000,6
Suzuki,2013,1440000,1000cc,Manual,48356,6
Suzuki,2006,725000,1000cc,Manual,121000,6
Toyota,2021,3500000,1300cc,Manual,100000,6
Toyota,2018,4300000,1000cc,Automatic,50000,6
Honda,2017,3300000,1300cc,Manual,66016,6
Toyota,2022,18900000,2800cc,Automatic,8600,1
Daihatsu,2014,2350000,660cc,Automatic,71000,6
Daihatsu,2019,3450000,660cc,Automatic,20000,6
Honda,2019,3990000,660cc,Automatic,22000,6
Toyota,2006,2850000,1800cc,Automatic,300000,6
Mazda,2005,2500000,1300cc,Manual,70000,6
Toyota,2020,3775000,660cc,Automatic,24000,6
Daihatsu,2019,3250000,660cc,Automatic,26000,6
Honda,2018,4950000,1800cc,Automatic,38000,6
Toyota,2021,11950000,2800cc,Automatic,11000,1
Suzuki,2013,1200000,1000cc,Manual,7256,6
Toyota,2021,16200000,2800cc,Automatic,1680,1
Suzuki,2004,800000,1300cc,Manual,25000,6
Toyota,2022,18900000,2800cc,Automatic,8600,1
Suzuki,2011,925000,1000cc,Manual,82640,6
Toyota,2021,16000000,2800cc,Automatic,50000,1
Honda,2014,2250000,660cc,Automatic,88000,6
Suzuki,2009,650000,800cc,Manual,123456,6
Honda,2017,5100000,1800cc,Automatic,30000,6
Toyota,2007,2090000,1000cc,Automatic,122000,6
KIA,2021,7100000,2000cc,Automatic,35400,6
Toyota,2020,9700000,2800cc,Automatic,19000,1
Honda,2020,4000000,1500cc,Manual,29000,6
Toyota,2022,5000000,1500cc,Automatic,6000,6
Suzuki,2019,2535000,1000cc,Manual,150000,6
Toyota,2021,4400000,1500cc,Manual,25000,6
Suzuki,2022,2390000,660cc,Manual,17000,6
Suzuki,2020,2150000,660cc,Manual,32074,6
Toyota,2005,3995000,2400cc,Automatic,150000,6
Honda,2015,1850000,1300cc,Manual,165000,6
Toyota,2021,3700000,1300cc,Automatic,37800,6
Nissan,2019,5000000,1200cc,Automatic,70000,6
Toyota,2012,2500000,1600cc,Manual,93000,6
DFSK,2020,4600000,1500cc,Automatic,30000,6
Suzuki,2006,590000,800cc,Manual,128,6
Toyota,2018,3925000,1000cc,Automatic,21500,6
Mitsubishi,2008,2000000,1300cc,Automatic,6200,6
Suzuki,2014,1750000,1300cc,Manual,102000,6
Toyota,2017,8500000,1800cc,Automatic,65800,2
Toyota,2004,5600000,2500cc,Automatic,175000,6
Suzuki,2011,700000,800cc,Manual,466430,6
Honda,2018,4950000,1800cc,Automatic,47000,6
Honda,2023,4675000,1200cc,Automatic,25,6
Toyota,2017,27500000,2700cc,Automatic,42300,6
Toyota,2021,4150000,1300cc,Automatic,27000,6
Toyota,2017,7200000,1800cc,Automatic,81861,2
Suzuki,2015,1950000,660cc,Automatic,82000,6
Toyota,2019,4800000,1300cc,Automatic,43055,6
Toyota,2022,11495000,2800cc,Automatic,23785,1
KIA,2021,3000000,1000cc,Automatic,18000,6
Suzuki,2009,690000,800cc,Manual,12345,6
Toyota,2021,4275000,1300cc,Automatic,39000,6
Toyota,2009,2100000,1300cc,Manual,22222,6
Suzuki,2010,2450000,1300cc,Manual,42000,6
Toyota,2018,3900000,1000cc,Automatic,72000,6
Suzuki,2010,975000,1000cc,Manual,12345,6
Suzuki,2005,530000,800cc,Manual,96000,6
Toyota,2022,6200000,1600cc,Automatic,17700,6
Suzuki,2019,2150000,1000cc,Manual,47000,6
Suzuki,2009,615000,800cc,Manual,95000,6
Suzuki,2022,2150000,660cc,Manual,18000,6
Honda,2017,4050000,1800cc,Automatic,86958,6
Nissan,2015,2200000,660cc,Automatic,90000,6
Hyundai,2002,675000,1000cc,Manual,12345,6
Suzuki,2023,3165000,1000cc,Manual,6,6
Suzuki,2014,1195000,1000cc,Manual,71000,6
Toyota,2012,2450000,1000cc,Automatic,120000,6
Hyundai,2023,8450000,2000cc,Automatic,8,6
Daihatsu,2006,1295000,660cc,Automatic,123456,6
Honda,1996,730000,1500cc,Manual,123456,6
Toyota,1995,1050000,1600cc,Manual,250000,6
Toyota,2019,4250000,1300cc,Automatic,50900,6
Suzuki,2021,3200000,1000cc,Manual,34000,6
Toyota,2021,5700000,1600cc,Automatic,9300,6
Honda,2023,4725000,1200cc,Automatic,35,6
Toyota,2019,5250000,1800cc,Automatic,70000,6
Suzuki,2021,2555555,660cc,Automatic,31000,6
Toyota,2016,3100000,1000cc,Automatic,76584,6
Honda,2019,3500000,1500cc,Automatic,77613,6
Toyota,2013,2450000,1300cc,Manual,172625,6
Suzuki,2010,800000,800cc,Manual,58030,6
Suzuki,2009,1200000,1000cc,Manual,45447,6
Hyundai,2007,1150000,1100cc,Manual,179481,6
Mercedes Benz,2003,4900000,5000cc,Automatic,89821,6
MG,2021,5500000,1490cc,Automatic,22279,6
Toyota,2002,6800000,2700cc,Automatic,135221,6
Mercedes Benz,2011,11500000,2000cc,Automatic,86528,6
Suzuki,2013,1495000,660cc,Automatic,140000,6
Suzuki,2017,1275000,800cc,Manual,78000,6
Changan,2021,2100000,1000cc,Manual,55000,6
Toyota,2013,2400000,1600cc,Automatic,123000,6
Suzuki,2012,1150000,1000cc,Manual,100000,6
Honda,2012,2800000,1800cc,Automatic,145000,6
Toyota,2000,1150000,1600cc,Automatic,240000,6
Mitsubishi,1992,2200000,2800cc,Automatic,296000,1
Toyota,2009,1595000,1300cc,Manual,163000,6
Daihatsu,2007,870000,800cc,Automatic,10000,6
Honda,2015,3250000,1800cc,Automatic,185000,6
Honda,2014,4860000,1500cc,Automatic,152000,6
Toyota,2011,2150000,1600cc,Manual,1234,6
Honda,2018,5200000,1800cc,Automatic,24650,6
Toyota,2009,1925000,1300cc,Manual,66375,6
Honda,2010,2150000,1300cc,Manual,259345,6
Toyota,2022,1380000,2800cc,Automatic,5000,1
Toyota,2012,5600000,2500cc,Automatic,130000,1
Toyota,2018,3200000,1300cc,Automatic,77000,6
Range Rover,2006,13000000,2700cc,Automatic,9,1
Suzuki,2008,725000,800cc,Manual,75000,6
Daihatsu,2006,750000,800cc,Manual,200000,6
Toyota,2022,11495000,2800cc,Automatic,23785,1
Suzuki,2021,1500000,1000cc,Manual,33500,6
Honda,1993,950000,1800cc,Manual,455856,6
Toyota,2016,43500000,4600cc,Automatic,13106,6
Honda,2017,5000000,1500cc,Automatic,70000,6
Toyota,2008,2050000,1800cc,Manual,348310,6
Changan,2022,8500000,1499cc,Automatic,13269,6
MG,2021,7350000,1490cc,Automatic,9806,6
Honda,2014,2430000,1300cc,Manual,163259,6
Suzuki,2006,480000,800cc,Manual,55465,6
Honda,2004,1375000,1500cc,Automatic,339267,6
Honda,2016,2430000,1300cc,Manual,252073,6
Toyota,2017,3800000,1600cc,Automatic,80307,6
Chrysler,2007,9000000,3500cc,Automatic,56434,6
Suzuki,2019,4200000,1200cc,Automatic,14794,6
Toyota,2012,2225000,1000cc,Automatic,94000,6
Toyota,2017,36000000,4608cc,Automatic,65000,6
Suzuki,2022,4680000,1200cc,Automatic,17000,6
Toyota,2014,3270000,1800cc,Automatic,130000,6
Toyota,2018,3400000,1000cc,Automatic,80000,6
Suzuki,2022,2330000,660cc,Manual,9000,6
Suzuki,2019,2400000,660cc,Automatic,40000,6
KIA,2020,6700000,2000cc,Automatic,38500,6
Honda,1996,900000,1600cc,Manual,148126,6
Honda,2013,2050000,1300cc,Manual,135000,6
Honda,2015,2400000,660cc,Automatic,53000,6
Honda,2022,5300000,1500cc,Automatic,6400,6
Hyundai,2021,10000000,2500cc,Automatic,8900,6
Suzuki,2016,1525000,1000cc,Manual,26724,6
Toyota,2016,4600000,1500cc,Automatic,75000,6
KIA,2022,3000000,1000cc,Manual,15000,6
Toyota,2012,2800000,1600cc,Automatic,106000,6
Toyota,2005,4000000,2500cc,Automatic,84000,6
Honda,2013,3075000,1800cc,Automatic,129000,6
Toyota,2014,4800000,1800cc,Automatic,184000,6
Toyota,2022,6790000,1799cc,Automatic,13300,6
Honda,2022,9200000,1500cc,Automatic,1000,6
Toyota,2018,4600000,1800cc,Automatic,112000,6
KIA,2022,6450000,2000cc,Automatic,9800,6
MG,2021,5200000,1500cc,Automatic,9900,6
Toyota,2010,2490000,1000cc,Automatic,87000,6
MG,2021,6000000,1500cc,Automatic,26725,6
Toyota,2013,1580000,1000cc,Manual,62403,6
Toyota,2020,5400000,1600cc,Automatic,7800,6
Toyota,2017,4700000,1500cc,Automatic,81949,2
Daihatsu,2007,825000,800cc,Manual,202152,6
United,2020,980000,796cc,Manual,49357,6
Toyota,2013,3990000,1800cc,Automatic,184625,6
Toyota,2007,1350000,2000cc,Manual,349424,1
Toyota,2018,7000000,1800cc,Automatic,68304,2
Suzuki,2017,1150000,796cc,Manual,65575,6
Suzuki,2022,2700000,1000cc,Manual,6958,6
Honda,2015,2800000,660cc,Automatic,40000,6
Honda,2013,3800000,1800cc,Automatic,130000,6
Changan,2021,4600000,1500cc,Automatic,661,6
Suzuki,2017,1175000,800cc,Manual,68500,6
Toyota,1996,4300000,3400cc,Automatic,110000,6
Toyota,2010,3600000,1800cc,Automatic,165000,6
Honda,2016,3200000,1500cc,Automatic,88000,6
Honda,2005,1225000,1500cc,Automatic,160000,6
Suzuki,1999,800000,10000cc,Manual,50000,6
Toyota,2007,1740000,1300cc,Automatic,5000,6
Daihatsu,2010,1635000,660cc,Automatic,101000,6
Toyota,2017,5550000,1500cc,Automatic,66500,6
Daihatsu,2009,900000,800cc,Manual,82123,6
Mitsubishi,2008,1175000,660cc,Automatic,85000,6
Toyota,2015,7250000,2700cc,Automatic,81600,6
Honda,2016,5200000,1500cc,Automatic,45000,2
Toyota,2017,6200000,1800cc,Automatic,26000,6
Toyota,2012,2285000,1300cc,Manual,212000,6
Toyota,2022,5430000,1600cc,Automatic,16000,6
KIA,2020,6200000,2000cc,Automatic,15998,6
Toyota,2018,3975000,1300cc,Automatic,85000,6
Toyota,2005,1380000,1600cc,Automatic,199000,6
Toyota,2014,3650000,1800cc,Automatic,118500,6
Toyota,2003,2050000,2000cc,Automatic,162000,6
Toyota,2015,2850000,1000cc,Automatic,123,6
Toyota,2010,3500000,1500cc,Automatic,145472,6
Suzuki,2007,790000,800cc,Manual,18052,6
Toyota,2016,37500000,4600cc,Automatic,38757,6
Toyota,2022,4450000,1500cc,Manual,5551,6
Honda,2022,5200000,1497cc,Automatic,5520,6
Suzuki,2018,2600000,1000cc,Manual,105701,6
Honda,2021,6050000,1800cc,Automatic,26750,6
Toyota,2023,7550000,1800cc,Automatic,25,6
KIA,2021,2800000,998cc,Manual,11000,6
Honda,2013,3100000,1800cc,Automatic,135000,6
Toyota,2021,11500000,2800cc,Automatic,57952,1
Daihatsu,2020,3050000,660cc,Automatic,10000,6
Toyota,2015,2850000,1000cc,Automatic,123,6
Nissan,2016,2575000,660cc,Automatic,45000,6
Honda,2006,1520000,1300cc,Manual,165000,6
Audi,2018,15400000,1800cc,Automatic,47000,6
Toyota,2021,11850000,2000cc,Automatic,25000,1
Subaru,2015,2175000,660cc,Automatic,84000,6
Toyota,2017,6975000,1800cc,Automatic,80000,2
Toyota,2018,4060000,1300cc,Automatic,78000,6
Toyota,2005,8200000,4000cc,Automatic,125000,6
Suzuki,2021,2400000,660cc,Manual,15000,6
Toyota,2021,5650000,1600cc,Automatic,15000,6
Honda,2007,1795000,1800cc,Automatic,155000,6
Toyota,2012,2090000,1300cc,Manual,88000,6
Toyota,2016,3700000,1600cc,Automatic,274000,6
Toyota,2019,4000000,1300cc,Automatic,87030,6
Mitsubishi,2006,5700000,3000cc,Automatic,200000,6
MG,2021,7300000,1500cc,Automatic,24000,6
Honda,2009,2575000,1800cc,Automatic,157000,6
Suzuki,2017,1050000,800cc,Manual,36000,6
Daihatsu,2020,3700000,660cc,Automatic,8650,6
Suzuki,2005,685000,800cc,Manual,85000,6
Suzuki,2022,3200000,1000cc,Automatic,5000,6
Daihatsu,2005,590000,800cc,Manual,107632,6
Honda,2017,3400000,1500cc,Automatic,89000,6
Toyota,2007,1550000,1000cc,Automatic,160633,6
Suzuki,2016,1050000,800cc,Manual,85000,6
Suzuki,2013,870000,800cc,Manual,99000,6
Suzuki,2017,2690000,660cc,Automatic,70000,6
Suzuki,2014,2190000,660cc,Automatic,100000,6
Toyota,2003,5700000,2700cc,Automatic,160000,6
Suzuki,2014,1750000,660cc,Automatic,194000,6
Toyota,2019,11200000,2700cc,Automatic,29000,6
Range Rover,2014,33500000,5000cc,Automatic,34000,6
Toyota,2019,3450000,1000cc,Automatic,30000,6
Toyota,2018,5525000,1500cc,Automatic,73000,6
Toyota,2022,19600000,2800cc,Automatic,35,1
Toyota,2016,21000000,2700cc,Automatic,90000,6
Mercedes Benz,2015,13200000,1600cc,Automatic,43384,6
Chevrolet,2010,2700000,1800cc,Automatic,156590,6
Toyota,2017,42000000,4600cc,Automatic,50112,6
Changan,2022,2650000,1000cc,Manual,6202,6
Toyota,2010,2150000,1300cc,Manual,150000,6
Honda,2005,1400000,1500cc,Automatic,129922,6
Toyota,2008,2000000,1800cc,Automatic,395859,6
Honda,2021,4250000,1500cc,Automatic,31619,6
Toyota,2013,7000000,2700cc,Automatic,210960,6
Honda,2009,4500000,2400cc,Automatic,99054,6
Porsche,2019,80000000,3000cc,Automatic,7690,6
Suzuki,2012,1100000,1000cc,Manual,5275,6
Suzuki,2014,1250000,1000cc,Manual,1269,6
Suzuki,2016,2375000,1300cc,Automatic,91714,6
Toyota,2007,1800000,1000cc,Automatic,110199,6
Suzuki,2021,3650000,660cc,Automatic,8233,2
Suzuki,2018,1245000,800cc,Manual,76000,6
Honda,2016,5250000,1500cc,Automatic,72848,2
Mitsubishi,1999,1760000,2500cc,Automatic,500,1
Hyundai,2009,1160000,1100cc,Manual,207085,6
Toyota,2015,4137777,1500cc,Automatic,142000,6
Suzuki,2009,875000,1000cc,Manual,29716,6
Suzuki,2009,875000,1000cc,Manual,55220,6
Toyota,2007,3000000,1500cc,Automatic,130839,6
United,2022,1490000,796cc,Manual,7989,6
Toyota,2020,9100000,1800cc,Automatic,77000,2
Honda,2023,9800000,1500cc,Automatic,2,6
Toyota,2023,14600000,2800cc,Automatic,100,1
Toyota,2017,3460000,1000cc,Automatic,64000,6
Suzuki,2016,2003000,1000cc,Manual,135000,6
Toyota,2012,2685000,1600cc,Automatic,152000,6
Suzuki,2021,3335000,1000cc,Manual,43000,6
Suzuki,2017,3050000,660cc,Automatic,30500,2
Suzuki,2009,1125000,1000cc,Manual,175000,6
Suzuki,2009,875000,1000cc,Manual,5610,6
Toyota,2018,3800000,996cc,Automatic,83436,6
Suzuki,2022,3390000,1000cc,Manual,23000,6
Toyota,2019,4535000,1600cc,Automatic,80000,6
Honda,2018,3700000,1500cc,Automatic,80000,6
Suzuki,2020,2225000,660cc,Manual,39000,6
Honda,2013,2950000,1800cc,Automatic,98000,6
Suzuki,2000,560000,1000cc,Manual,123562,6
Toyota,2010,2450000,1800cc,Automatic,175000,6
Honda,2020,3590000,1300cc,Automatic,55000,6
Suzuki,2014,990000,800cc,Manual,62000,6
Honda,2004,1250000,1300cc,Manual,450000,6
Suzuki,2008,660000,1000cc,Manual,1,6
Toyota,2009,1600000,1300cc,Manual,162800,6
Suzuki,2019,1050000,800cc,Manual,58000,6
Daihatsu,2004,650000,800cc,Manual,142000,6
Suzuki,2020,2250000,660cc,Manual,70000,6
Suzuki,2012,1030000,1000cc,Manual,131152,6
Honda,2021,6500000,1800cc,Automatic,60000,6
Toyota,2015,3050000,1300cc,Automatic,180000,6
Honda,2020,4950000,1500cc,Automatic,40850,6
Honda,2021,5650000,1500cc,Automatic,16000,6
Honda,2007,1600000,1300cc,Manual,150000,6
Toyota,2013,3180000,1600cc,Automatic,100000,6
Honda,2014,4700000,1500cc,Automatic,210000,6
Toyota,2022,12700000,2800cc,Automatic,25,1
Toyota,2021,15200000,2700cc,Automatic,7200,6
Toyota,2011,19900000,4600cc,Automatic,85000,6
Toyota,2019,5050000,1600cc,Automatic,16000,6
Audi,2014,28000000,2000cc,Automatic,62000,2
Toyota,2022,6300000,1600cc,Automatic,2200,6
Toyota,2021,6150000,1800cc,Automatic,31000,6
MG,2021,7000000,1500cc,Automatic,34000,6
Honda,2014,2950000,1800cc,Automatic,124000,6
Toyota,2019,3700000,1000cc,Automatic,74000,6
Daihatsu,2019,3550000,660cc,Automatic,13000,6
Toyota,2019,4100000,1000cc,Automatic,27000,6
Toyota,2016,3200000,1300cc,Manual,200000,6
Honda,2007,1700000,1800cc,Automatic,175537,6
Honda,2004,1450000,1500cc,Manual,214000,6
Toyota,2006,2825000,1500cc,Automatic,425000,6
Suzuki,2017,2090000,1300cc,Automatic,53000,6
Suzuki,2016,1080000,800cc,Manual,60000,6
Toyota,2020,5770000,1800cc,Manual,52800,6
Suzuki,2020,2149999,660cc,Manual,16500,6
Prince,2021,1400000,796cc,Manual,1200,6
Suzuki,2016,1799999,1000cc,Manual,148500,6
Toyota,2017,5500000,2000cc,Automatic,38000,6
Honda,2017,5000000,1800cc,Automatic,20000,6
Suzuki,2021,2665000,660cc,Automatic,12000,6
Suzuki,2022,2765000,660cc,Automatic,6000,6
Suzuki,2016,2150000,1000cc,Manual,41000,6
Toyota,2014,2130000,1300cc,Manual,158000,6
Nissan,2007,1500000,660cc,Automatic,200,6
Toyota,2015,2425000,1000cc,Automatic,81000,6
Hyundai,2022,9100000,2000cc,Automatic,2195,6
Suzuki,2018,2400000,1000cc,Manual,110000,6
Honda,2022,9000000,1500cc,Automatic,14000,6
Honda,2021,6375000,1800cc,Automatic,22000,6
Toyota,2004,7140000,3378cc,Automatic,130000,6
Toyota,2016,3300000,1800cc,Automatic,101400,6
Toyota,2016,8200000,3000cc,Automatic,60000,1
Toyota,2000,1500000,1300cc,Automatic,100000,6
Toyota,2022,19000000,2800cc,Automatic,650,1
Toyota,2015,33000000,4608cc,Automatic,69000,6
Toyota,2020,13800000,2800cc,Automatic,28000,1
Lexus,2016,26500000,3500cc,Automatic,30000,2
Honda,2017,3945000,1800cc,Automatic,91500,6
Toyota,2001,1990000,2000cc,Automatic,115000,6
Toyota,2019,4300000,1300cc,Automatic,52000,6
Toyota,2008,1880000,1300cc,Manual,234000,6
Toyota,2002,9500000,4700cc,Automatic,106000,6
Toyota,2011,2750000,1300cc,Manual,102000,6
Suzuki,2006,650000,1000cc,Manual,156000,6
Honda,2005,1250000,1500cc,Automatic,123456,6
Toyota,2006,1540000,1300cc,Manual,137000,6
Toyota,2015,2575000,1300cc,Manual,97000,6
Toyota,1988,760000,1300cc,Manual,1,6
Honda,2008,2000000,1800cc,Automatic,150000,6
Daihatsu,2017,2675000,660cc,Automatic,72000,6
Honda,2014,4150000,1500cc,Automatic,55000,6
Toyota,2007,3000000,1500cc,Automatic,169500,6
Honda,2018,4975000,1800cc,Automatic,80000,6
Honda,2017,4500000,1500cc,Automatic,57000,6
United,2019,880000,800cc,Manual,35000,6
Suzuki,2016,2125000,660cc,Automatic,87000,6
Toyota,2021,6100000,1800cc,Automatic,55000,6
Suzuki,2014,975000,800cc,Manual,90000,6
Honda,2008,1890000,1800cc,Automatic,157000,6
Honda,2023,7500000,1500cc,Automatic,200,6
Honda,2023,6100000,1500cc,Automatic,500,6
Toyota,2006,1235000,1000cc,Automatic,185000,6
Toyota,2017,6250000,1800cc,Automatic,76000,2
Daihatsu,2011,1580000,660cc,Automatic,114000,6
Toyota,2021,4150000,1300cc,Automatic,31000,6
Toyota,2020,3650000,1300cc,Automatic,28000,6
Suzuki,2022,2850000,1000cc,Manual,48000,6
Changan,2021,4000000,1500cc,Automatic,35000,6
KIA,2023,6850000,2000cc,Automatic,1,6
Toyota,2013,4680000,1800cc,Automatic,119000,2
Toyota,2023,7050000,1598cc,Automatic,1,6
Toyota,2008,9600000,2700cc,Automatic,120000,6
Toyota,2018,5250000,1800cc,Automatic,21000,6
Honda,2016,6650000,1500cc,Automatic,68000,2
Toyota,2021,4500000,1500cc,Automatic,29000,6
Toyota,2021,6350000,1800cc,Automatic,13000,6
Toyota,2022,6800000,1800cc,Automatic,11000,6
Toyota,2015,2790000,1300cc,Manual,105000,6
Porsche,2013,18500000,3000cc,Automatic,29000,6
Peugeot,2022,6750000,1200cc,Automatic,600,6
Suzuki,2013,1275000,1000cc,Manual,68792,6
Suzuki,2013,1275000,1000cc,Manual,67821,6
Suzuki,2008,600000,800cc,Manual,96000,6
Suzuki,2000,875000,1300cc,Manual,77000,6
Toyota,2021,4450000,1500cc,Automatic,17000,6
Suzuki,2022,4850000,1200cc,Automatic,2400,6
Suzuki,1998,1050000,1000cc,Manual,134000,6
Honda,2020,3800000,1300cc,Manual,70000,6
Honda,2014,2750000,1800cc,Automatic,117599,6
Daihatsu,2018,3485000,660cc,Automatic,32000,6
Ford,2012,4475000,3000cc,Automatic,137000,1
Toyota,2007,3450000,1500cc,Automatic,110000,6
Daihatsu,2016,2675000,660cc,Automatic,38000,6
Suzuki,2010,1150000,1000cc,Manual,1,6
Suzuki,2013,1600000,1300cc,Manual,153769,6
Toyota,2015,2675000,1800cc,Automatic,92000,6
FAW,2020,1225000,1000cc,Manual,60000,6
Honda,2014,3600000,1500cc,Automatic,39053,6
Suzuki,2007,900000,1000cc,Manual,130000,6
Honda,2015,5075000,1500cc,Automatic,82617,2
Suzuki,1992,345000,800cc,Manual,200000,6
Toyota,2014,3385000,1500cc,Automatic,120000,2
Honda,2017,2950000,1500cc,Manual,82325,6
Toyota,1998,4400000,3400cc,Automatic,168000,6
Suzuki,2012,1100000,1000cc,Manual,65000,6
Land Rover,2007,7000000,2500cc,Manual,20000,1
Changan,2021,2415000,999cc,Manual,690,6
Suzuki,2004,1150000,1300cc,Manual,400000,6
Toyota,2021,4895000,1600cc,Automatic,21000,6
Nissan,2019,3550000,660cc,Automatic,75000,2
Hyundai,2023,6500000,2000cc,Automatic,60,6
Mitsubishi,2019,3050000,660cc,Automatic,56000,6
Toyota,1998,4600000,3400cc,Automatic,183000,6
Toyota,1995,1445000,1500cc,Automatic,231902,6
Toyota,2010,21000000,4608cc,Automatic,76000,6
Daihatsu,2017,2600000,660cc,Automatic,65000,6
Daihatsu,2018,2600000,660cc,Automatic,20000,6
KIA,2021,6700000,2000cc,Automatic,13200,6
Toyota,1996,1900000,3000cc,Manual,100000,1
Suzuki,1988,225000,800cc,Manual,85000,6
Suzuki,2021,2380000,660cc,Manual,38000,6
